direction,entry_time,exit_time,entry,stop,target,exit,rr_target,r,outcome,zone_source,bars_held
short,2024-10-21 08:00:00+01:00,2024-10-23 12:00:00+01:00,1.0850694179534912,1.087528491640091,1.0776921968936921,1.0776921968936921,3.0,3.0,target,fvg,52
short,2024-11-01 15:00:00+00:00,2024-11-04 11:00:00+00:00,1.0851871967315674,1.0909686059474946,1.0678429690837858,1.0909686059474946,3.0,-1.0,stop,fvg,19
short,2024-11-15 14:00:00+00:00,2024-11-18 17:00:00+00:00,1.053629755973816,1.0593094671964645,1.0365906223058703,1.0593094671964645,3.0,-1.0,stop,fvg,26
long,2024-11-25 00:00:00+00:00,2024-12-09 02:00:00+00:00,1.048657774925232,1.0340262466430665,1.0925523597717282,1.0557432174682617,3.0,0.4842585413081106,time,fvg,240
long,2024-12-20 07:00:00+00:00,2025-01-02 10:00:00+00:00,1.0387451648712158,1.0345612701177598,1.048327922821045,1.0345612701177598,2.290391731750282,-1.0,stop,fvg,186
long,2025-01-03 06:00:00+00:00,2025-01-06 11:00:00+00:00,1.0281718969345093,1.0235462702274323,1.037451982498169,1.037451982498169,2.006233133655501,2.006233133655501,target,fvg,28
short,2025-01-07 15:00:00+00:00,2025-01-10 13:00:00+00:00,1.0372368097305298,1.0438321721076964,1.0237510204315186,1.0237510204315186,2.0447381853800035,2.0447381853800035,target,fvg,70
long,2025-01-13 21:00:00+00:00,2025-01-20 13:00:00+00:00,1.0244851112365723,1.018022620654106,1.037451982498169,1.037451982498169,2.006482036009149,2.006482036009149,target,fvg,111
short,2025-01-21 09:00:00+00:00,2025-01-22 09:00:00+00:00,1.0356254577636719,1.0438321721076964,1.0182262659072876,1.0438321721076964,2.120116666306652,-1.0,stop,fvg,24
short,2025-02-04 05:00:00+00:00,2025-02-04 14:00:00+00:00,1.0296540260314941,1.0354037012815476,1.0124050002813338,1.0354037012815476,3.0,-1.0,stop,fvg,9
long,2025-02-07 08:00:00+00:00,2025-02-07 15:00:00+00:00,1.0401498079299927,1.0355255995750428,1.0540224329948424,1.0355255995750428,3.0,-1.0,stop,fvg,7
long,2025-02-19 05:00:00+00:00,2025-02-19 09:00:00+00:00,1.0459157228469849,1.043741529226303,1.0508617162704468,1.043741529226303,2.2748633683833748,-1.0,stop,fvg,4
long,2025-02-20 02:00:00+00:00,2025-02-24 01:00:00+00:00,1.0439503192901611,1.0401580995559692,1.0516352653503418,1.0516352653503418,2.026503367115181,2.026503367115181,target,fvg,46
long,2025-03-25 10:00:00+00:00,2025-03-26 13:00:00+00:00,1.08236825466156,1.0779514474630356,1.0914647579193115,1.0779514474630356,2.059520112354102,-1.0,stop,fvg,27
short,2025-04-04 08:00:00+01:00,2025-04-10 15:00:00+01:00,1.1002310514450073,1.1140565518140793,1.0587545503377915,1.1140565518140793,3.0,-1.0,stop,fvg,102
short,2025-04-11 17:00:00+01:00,2025-04-21 01:00:00+01:00,1.1308379173278809,1.1475447268009185,1.0967316627502441,1.1475447268009185,2.041458282784594,-1.0,stop,fvg,126
short,2025-04-22 01:00:00+01:00,2025-04-22 23:00:00+01:00,1.1494252681732178,1.1577729025125503,1.1326310634613037,1.1326310634613037,2.011851984553623,2.011851984553623,target,fvg,22
short,2025-04-30 16:00:00+01:00,2025-05-12 08:00:00+01:00,1.1352026462554932,1.1423024037122727,1.1139033738851547,1.1139033738851547,3.0,3.0,target,fvg,182
